EPI_ISL_8645113	B.1.2	EPI_ISL_8645113	2020-09-23
EPI_ISL_8889656	B.1.1	EPI_ISL_8889656	2020-09-08
EPI_ISL_11263508	B.1.505	EPI_ISL_11263508	2020-09-14
EPI_ISL_560493	B.1.416.1	EPI_ISL_560493	2020-09-07
MW155227.1	D.2	MW155227.1	2020-09-09
MW184016.1	D.2	MW184016.1	2020-09-05
OA972011.1	B.1.1.309	OA972011.1	2020-09-10
OA972359.1	B.1.177	OA972359.1	2020-09-02
OA972628.1	B.1.258	OA972628.1	2020-09-03
OA973447.1	B.1.36.17	OA973447.1	2020-09-01
OA981820.1	B.1.177	OA981820.1	2020-09-16
OA982001.1	B.1.177.55	OA982001.1	2020-09-16
OA982221.1	B.1.177	OA982221.1	2020-09-10
OA982435.1	B.1.610	OA982435.1	2020-09-09
OA982636.1	B.1.177	OA982636.1	2020-09-10
OA982874.1	B.1.177	OA982874.1	2020-09-09
OA983100.1	B.1.36.17	OA983100.1	2020-09-10
OA983305.1	B.1.1.255	OA983305.1	2020-09-09
OA983506.1	B.1.1.311	OA983506.1	2020-09-11
OA983701.1	B.1.177	OA983701.1	2020-09-10
OA984078.1	W.3	OA984078.1	2020-09-16
OA984271.1	B.1.177	OA984271.1	2020-09-16
OA984459.1	B.1.177	OA984459.1	2020-09-16
OA984908.1	B.1.177	OA984908.1	2020-09-24
OA989566.1	B.1.177.4	OA989566.1	2020-09-24
OA989786.1	B.1.1.37	OA989786.1	2020-09-24
OA989977.1	B.1.177	OA989977.1	2020-09-24
OA990243.1	AD.2	OA990243.1	2020-09-23
OA990476.1	B.1.177	OA990476.1	2020-09-21
OA990671.1	B.1.1.277	OA990671.1	2020-09-20
OA991651.1	B.1.1.37	OA991651.1	2020-09-29
OA992495.1	B.1.389	OA992495.1	2020-09-29
OA992690.1	B.1.1.307	OA992690.1	2020-09-25
OA992899.1	W.4	OA992899.1	2020-09-24
OA993097.1	B.1.258	OA993097.1	2020-09-24
OA993298.1	B.1.1.37	OA993298.1	2020-09-27
OA993556.1	AD.2	OA993556.1	2020-09-27
OA993926.1	AD.2	OA993926.1	2020-09-20
OA994177.1	B.1	OA994177.1	2020-09-17
OA994397.1	B.1.1.198	OA994397.1	2020-09-14
OA994658.1	B.1.177	OA994658.1	2020-09-15
OA994887.1	C.35	OA994887.1	2020-09-03
OA997547.1	B.1.177	OA997547.1	2020-09-21
OA997807.1	B.1.177.57	OA997807.1	2020-09-30
OA998083.1	B.1.160.23	OA998083.1	2020-09-30
OA998576.1	B.1.1.37	OA998576.1	2020-09-25
OA998765.1	B.1	OA998765.1	2020-09-29
OA998966.1	B.1	OA998966.1	2020-09-27
OA999161.1	B.1.177.11	OA999161.1	2020-09-22
OA999358.1	B.1.1.37	OA999358.1	2020-09-19
OA999558.1	AD.2	OA999558.1	2020-09-20
OA999755.1	B.1.177.15	OA999755.1	2020-09-19
OB981712.1	C.35	OB981712.1	2020-09-07
EPI_ISL_11862424	B.1.2	EPI_ISL_11862424	2020-09-26
EPI_ISL_12036993	B.1.2	EPI_ISL_12036993	2020-09-29
ON283322.1	B.1.160	ON283322.1	2020-09-09
ON297896.1	B.1.367	ON297896.1	2020-09-08
ON298222.1	B.1.160	ON298222.1	2020-09-09
ON303015.1	B.1.177	ON303015.1	2020-09-01
EPI_ISL_12651517	B.1.1.448	EPI_ISL_12651517	2020-09-21
EPI_ISL_707728	B.1.221	EPI_ISL_707728	2020-09-05
EPI_ISL_898520	B.1.1.214	EPI_ISL_898520	2020-09-28
EPI_ISL_902089	B.1.1.284	EPI_ISL_902089	2020-09-18
EPI_ISL_901736	B.1.1.214	EPI_ISL_901736	2020-09-26
EPI_ISL_1430509	B.1.1.284	EPI_ISL_1430509	2020-09-25
EPI_ISL_687557	B.1.1.284	EPI_ISL_687557	2020-09-17
EPI_ISL_686409	B.1.1.284	EPI_ISL_686409	2020-09-01
EPI_ISL_898480	B.1.1.214	EPI_ISL_898480	2020-09-11
EPI_ISL_752910	B.1.243	EPI_ISL_752910	2020-09-17
EPI_ISL_13227372	B.1	EPI_ISL_13227372	2020-09-29
EPI_ISL_13562434	B.1.2	EPI_ISL_13562434	2020-09-12
EPI_ISL_13600142	B.1.369	EPI_ISL_13600142	2020-09-18
EPI_ISL_13601810	B.1	EPI_ISL_13601810	2020-09-30
EPI_ISL_13599832	B.1.369	EPI_ISL_13599832	2020-09-11
EPI_ISL_13677310	B.1.1	EPI_ISL_13677310	2020-09-26
EPI_ISL_13677317	B.1.2	EPI_ISL_13677317	2020-09-26
EPI_ISL_13676932	B.1.565	EPI_ISL_13676932	2020-09-22
EPI_ISL_13685826	B.1.565	EPI_ISL_13685826	2020-09-06
EPI_ISL_13681474	B.1.2	EPI_ISL_13681474	2020-09-23
EPI_ISL_13680000	B.1.369	EPI_ISL_13680000	2020-09-23
EPI_ISL_13683684	B.1.2	EPI_ISL_13683684	2020-09-04
EPI_ISL_13680097	B.1.369	EPI_ISL_13680097	2020-09-28
EPI_ISL_14965407	B.1.426	EPI_ISL_14965407	2020-09-21
EPI_ISL_8645250	B.1.2	EPI_ISL_8645250	2020-09-30
EPI_ISL_8564986	B.1.2	EPI_ISL_8564986	2020-09-16
HG994236.1	B.1.1.170	HG994236.1	2020-10-31
EPI_ISL_735052	B.1.177	EPI_ISL_735052	2020-10-06
EPI_ISL_626263	B.1.160.28	EPI_ISL_626263	2020-10-23
EPI_ISL_943985	B.1.1.28	EPI_ISL_943985	2020-10-26
EPI_ISL_974481	B.1.36.36	EPI_ISL_974481	2020-10-20
EPI_ISL_974274	B.1.128	EPI_ISL_974274	2020-10-12
EPI_ISL_1258077	AE.8	EPI_ISL_1258077	2020-10-24
EPI_ISL_1403159	B.1.1.176	EPI_ISL_1403159	2020-10-07
EPI_ISL_746539	N.4	EPI_ISL_746539	2020-10-02
EPI_ISL_670755	B.1.160.8	EPI_ISL_670755	2020-10-26
EPI_ISL_682985	B.1.221	EPI_ISL_682985	2020-10-26
EPI_ISL_620113	B.1.258	EPI_ISL_620113	2020-10-05
EPI_ISL_619533	B.1.438	EPI_ISL_619533	2020-10-12
EPI_ISL_619869	C.36	EPI_ISL_619869	2020-10-12
EPI_ISL_619317	B.1.160	EPI_ISL_619317	2020-10-12
EPI_ISL_618515	C.30.1	EPI_ISL_618515	2020-10-19
EPI_ISL_618902	B.1.258	EPI_ISL_618902	2020-10-26
EPI_ISL_617093	B.1.36.8	EPI_ISL_617093	2020-10-26
EPI_ISL_625962	B.1.177.24	EPI_ISL_625962	2020-10-26
EPI_ISL_625872	B.1.1.346	EPI_ISL_625872	2020-10-26
EPI_ISL_622875	B.1.221	EPI_ISL_622875	2020-10-16
EPI_ISL_624580	B.1.1.311	EPI_ISL_624580	2020-10-20
EPI_ISL_625110	B.1.177.56	EPI_ISL_625110	2020-10-21
EPI_ISL_625123	B.1.177	EPI_ISL_625123	2020-10-22
EPI_ISL_624463	B.1.1.37	EPI_ISL_624463	2020-10-22
EPI_ISL_812990	B.1.177.2	EPI_ISL_812990	2020-10-29
EPI_ISL_623390	B.1.177	EPI_ISL_623390	2020-10-23
EPI_ISL_594887	B.1.218	EPI_ISL_594887	2020-10-12
EPI_ISL_638479	B.1.1.434	EPI_ISL_638479	2020-10-15
EPI_ISL_623782	B.1.177	EPI_ISL_623782	2020-10-21
EPI_ISL_652214	B.1.177	EPI_ISL_652214	2020-10-23
EPI_ISL_577186	B.1.177.57	EPI_ISL_577186	2020-10-06
EPI_ISL_595889	B.1.177.55	EPI_ISL_595889	2020-10-05
EPI_ISL_628599	B.1.177	EPI_ISL_628599	2020-10-05
EPI_ISL_638788	B.1.177	EPI_ISL_638788	2020-10-12
EPI_ISL_652770	B.1.36.17	EPI_ISL_652770	2020-10-21
EPI_ISL_666020	B.1.177	EPI_ISL_666020	2020-10-30
EPI_ISL_756097	B.1.36.22	EPI_ISL_756097	2020-10-03
EPI_ISL_693773	B.1.160	EPI_ISL_693773	2020-10-23
EPI_ISL_753878	B.1.389	EPI_ISL_753878	2020-10-02
EPI_ISL_615010	B.1.1.307	EPI_ISL_615010	2020-10-29
EPI_ISL_826779	B.1.177.45	EPI_ISL_826779	2020-10-09
EPI_ISL_827568	B.1.258	EPI_ISL_827568	2020-10-18
EPI_ISL_828355	B.1	EPI_ISL_828355	2020-10-03
EPI_ISL_829082	B.1.177.45	EPI_ISL_829082	2020-10-07
EPI_ISL_829879	B.1.177.45	EPI_ISL_829879	2020-10-16
EPI_ISL_1380209	B.1.36.29	EPI_ISL_1380209	2020-10-16
EPI_ISL_722913	B.1.177.75	EPI_ISL_722913	2020-10-28
EPI_ISL_763322	B.1.160	EPI_ISL_763322	2020-10-29
EPI_ISL_636357	B.1.1.312	EPI_ISL_636357	2020-10-03
EPI_ISL_730438	B.1.1.312	EPI_ISL_730438	2020-10-18
EPI_ISL_739754	B.1.177	EPI_ISL_739754	2020-10-26
EPI_ISL_740537	B.1.221	EPI_ISL_740537	2020-10-26
EPI_ISL_744928	B.1.221	EPI_ISL_744928	2020-10-21
EPI_ISL_722567	B.1.221	EPI_ISL_722567	2020-10-29
EPI_ISL_632746	B.1.221	EPI_ISL_632746	2020-10-19
EPI_ISL_918492	B.1.236	EPI_ISL_918492	2020-10-22
EPI_ISL_940946	B.1.503	EPI_ISL_940946	2020-10-20
EPI_ISL_651520	B.1.177.8	EPI_ISL_651520	2020-10-09
EPI_ISL_627282	B.1.1.311	EPI_ISL_627282	2020-10-08
EPI_ISL_652632	B.1.177	EPI_ISL_652632	2020-10-20
EPI_ISL_678599	B.1.1.273	EPI_ISL_678599	2020-10-29
EPI_ISL_994698	B.1.497	EPI_ISL_994698	2020-10-25
EPI_ISL_654591	B.1.177	EPI_ISL_654591	2020-10-18
FR993321.1	B.1.1.232	FR993321.1	2020-10-13
EPI_ISL_859828	B.1	EPI_ISL_859828	2020-10-20
MW306417.1	B.1.2	MW306417.1	2020-10-13
EPI_ISL_848335	B.1.2	EPI_ISL_848335	2020-10-08
EPI_ISL_596585	B.1.243	EPI_ISL_596585	2020-10-06
MW495968.1	B.1.2	MW495968.1	2020-10-30
EPI_ISL_1300957	B.1	EPI_ISL_1300957	2020-10-02
EPI_ISL_794066	B.1.243	EPI_ISL_794066	2020-10-25
EPI_ISL_1394858	B.1.453	EPI_ISL_1394858	2020-10-04
EPI_ISL_787693	B.1.2	EPI_ISL_787693	2020-10-07
EPI_ISL_786249	B.1.396	EPI_ISL_786249	2020-10-01
EPI_ISL_786638	B.1.396	EPI_ISL_786638	2020-10-18
EPI_ISL_787027	B.1	EPI_ISL_787027	2020-10-26
EPI_ISL_1202169	B.1.234	EPI_ISL_1202169	2020-10-20
EPI_ISL_660897	B.1.2	EPI_ISL_660897	2020-10-05
EPI_ISL_803389	B.1.2	EPI_ISL_803389	2020-10-12
EPI_ISL_803781	B.1.1.464	EPI_ISL_803781	2020-10-15
EPI_ISL_585780	B.1.177.7	EPI_ISL_585780	2020-10-04
EPI_ISL_595340	B.1.177.7	EPI_ISL_595340	2020-10-08
EPI_ISL_612743	B.1.177.6	EPI_ISL_612743	2020-10-16
EPI_ISL_613038	B.1.177	EPI_ISL_613038	2020-10-17
EPI_ISL_627821	B.1.177	EPI_ISL_627821	2020-10-18
EPI_ISL_628116	AP.1	EPI_ISL_628116	2020-10-25
EPI_ISL_639092	B.1.177.7	EPI_ISL_639092	2020-10-29
EPI_ISL_639372	B.1.177.7	EPI_ISL_639372	2020-10-29
EPI_ISL_666245	B.1.177.15	EPI_ISL_666245	2020-10-29
MW343748.1	B.1.1.186	MW343748.1	2020-10-22
MW202225.1	B.1.612	MW202225.1	2020-10-23
MW916440.1	B.1.349	MW916440.1	2020-10-30
EPI_ISL_1627142	B.1.240	EPI_ISL_1627142	2020-10-27
OD917280.1	B.1	OD917280.1	2020-10-22
EPI_ISL_2007623	B.1.1.176	EPI_ISL_2007623	2020-10-20
MZ267363.1	B.1.2	MZ267363.1	2020-10-13
OB992017.1	B.1.177	OB992017.1	2020-10-16
OB993824.1	B.1.177	OB993824.1	2020-10-31
OU195022.1	B.1.177.23	OU195022.1	2020-10-17
OU281770.1	B.1.177	OU281770.1	2020-10-25
EPI_ISL_2733514	B.1.177	EPI_ISL_2733514	2020-10-30
EPI_ISL_2751364	B.1.1.311	EPI_ISL_2751364	2020-10-20
EPI_ISL_2751205	B.1.177.56	EPI_ISL_2751205	2020-10-05
EPI_ISL_2775689	B.1.2	EPI_ISL_2775689	2020-10-12
EPI_ISL_2887067	B.1.258	EPI_ISL_2887067	2020-10-13
EPI_ISL_2894852	B.1.369	EPI_ISL_2894852	2020-10-27
EPI_ISL_2982420	B.1.177	EPI_ISL_2982420	2020-10-22
EPI_ISL_3079002	B.1.1.307	EPI_ISL_3079002	2020-10-10
EPI_ISL_3254957	B.1.1.222	EPI_ISL_3254957	2020-10-16
EPI_ISL_3356346	B.1.160	EPI_ISL_3356346	2020-10-18
MZ917408.1	B.1	MZ917408.1	2020-10-17
EPI_ISL_4419681	AE.8	EPI_ISL_4419681	2020-10-31
EPI_ISL_4419850	B.1.2	EPI_ISL_4419850	2020-10-15
EPI_ISL_4828217	B.1.36.36	EPI_ISL_4828217	2020-10-29
EPI_ISL_5413939	B.1.240	EPI_ISL_5413939	2020-10-25
EPI_ISL_5696015	B.1	EPI_ISL_5696015	2020-10-09
OL365422.1	B.1.405	OL365422.1	2020-10-06
EPI_ISL_6017418	B.1.177	EPI_ISL_6017418	2020-10-09
OL676306.1	B.1.570	OL676306.1	2020-10-28
EPI_ISL_7160173	B.1.2	EPI_ISL_7160173	2020-10-28
EPI_ISL_7509697	B.1.2	EPI_ISL_7509697	2020-10-06
EPI_ISL_7710979	B.1.595	EPI_ISL_7710979	2020-10-19
EPI_ISL_2596366	B.1.160	EPI_ISL_2596366	2020-10-27
EPI_ISL_8266629	B.1.240	EPI_ISL_8266629	2020-10-05
EPI_ISL_8900664	B.1.2	EPI_ISL_8900664	2020-10-19
EPI_ISL_9762040	B.1.595	EPI_ISL_9762040	2020-10-29
ON085070.1	B.1.2	ON085070.1	2020-10-22
EPI_ISL_614927	B.1.160.16	EPI_ISL_614927	2020-10-21
OA991015.1	B.1.1.307	OA991015.1	2020-10-05
OA991367.1	B.1.258	OA991367.1	2020-10-05
OA991645.1	B.1.177	OA991645.1	2020-10-05
OA992074.1	B.1.1.37	OA992074.1	2020-10-01
OA994936.1	B.1.177	OA994936.1	2020-10-08
OA995334.1	B.1.1.303	OA995334.1	2020-10-09
OA995646.1	B.1.177	OA995646.1	2020-10-12
OA995946.1	B.1.36.9	OA995946.1	2020-10-07
OA996250.1	B.1.1.307	OA996250.1	2020-10-07
OA996584.1	B.1.177.87	OA996584.1	2020-10-05
OA996905.1	B.1.1.315	OA996905.1	2020-10-01
OA997199.1	B.1.177.11	OA997199.1	2020-10-01
OA997736.1	B.1.177.5	OA997736.1	2020-10-03
OA998421.1	AD.2	OA998421.1	2020-10-01
OB982119.1	B.1.177	OB982119.1	2020-10-17
OB982432.1	B.1.377	OB982432.1	2020-10-13
OB982832.1	B.1.1.307	OB982832.1	2020-10-15
OB983137.1	B.1.177	OB983137.1	2020-10-14
OB983539.1	AD.2	OB983539.1	2020-10-14
OB983856.1	B.1.177	OB983856.1	2020-10-15
OB984157.1	B.1.177.82	OB984157.1	2020-10-14
OB984468.1	B.1.240	OB984468.1	2020-10-11
OB984825.1	B.1.177	OB984825.1	2020-10-12
OB985144.1	AD.2	OB985144.1	2020-10-05
OB985468.1	B.1.177	OB985468.1	2020-10-07
OB985794.1	B.1.1.311	OB985794.1	2020-10-18
OB986117.1	B.1.389	OB986117.1	2020-10-19
OB986443.1	B.1.177	OB986443.1	2020-10-19
OB986751.1	B.1.177.57	OB986751.1	2020-10-20
OB987065.1	B.1.177	OB987065.1	2020-10-22
OB987440.1	B.1.177	OB987440.1	2020-10-26
OB987760.1	B.1.221	OB987760.1	2020-10-24
OB988070.1	B.1.36.17	OB988070.1	2020-10-12
OB988394.1	AD.2	OB988394.1	2020-10-22
OB988736.1	B.1.177.82	OB988736.1	2020-10-22
OB989043.1	B.1.1.37	OB989043.1	2020-10-26
OB989349.1	B.1.177	OB989349.1	2020-10-26
OB989689.1	B.1.160	OB989689.1	2020-10-24
OB990033.1	B.1.177	OB990033.1	2020-10-23
OB990349.1	B.1	OB990349.1	2020-10-26
OB991678.1	B.1.177.18	OB991678.1	2020-10-24
OB992224.1	B.1.1.7	OB992224.1	2020-10-29
OB992642.1	B.1.177.57	OB992642.1	2020-10-30
OB993113.1	B.1.177.8	OB993113.1	2020-10-22
OB996241.1	B.1.177	OB996241.1	2020-10-26
OC999331.1	B.1.177	OC999331.1	2020-10-30
OD898400.1	B.1.177	OD898400.1	2020-10-29
OD909257.1	B.1.1.307	OD909257.1	2020-10-19
EPI_ISL_12059785	B.1.2	EPI_ISL_12059785	2020-10-13
ON272610.1	B.1.160	ON272610.1	2020-10-27
ON297763.1	B.1.160.30	ON297763.1	2020-10-14
EPI_ISL_979915	AL.1	EPI_ISL_979915	2020-10-31
EPI_ISL_12617650	B.1.2	EPI_ISL_12617650	2020-10-09
EPI_ISL_12979207	B.1.234	EPI_ISL_12979207	2020-10-29
EPI_ISL_902032	B.1.1.284	EPI_ISL_902032	2020-10-03
EPI_ISL_900765	B.1.1.284	EPI_ISL_900765	2020-10-08
EPI_ISL_1429435	B.1.1.214	EPI_ISL_1429435	2020-10-29
EPI_ISL_706908	B.1.177.69	EPI_ISL_706908	2020-10-05
EPI_ISL_1129120	B.1.1.214	EPI_ISL_1129120	2020-10-21
EPI_ISL_9637815	B.1	EPI_ISL_9637815	2020-10-02
EPI_ISL_13227437	B.1.2	EPI_ISL_13227437	2020-10-02
EPI_ISL_13407617	B.1.1.28	EPI_ISL_13407617	2020-10-31
EPI_ISL_13594935	B.1.2	EPI_ISL_13594935	2020-10-24
EPI_ISL_13600455	B.1	EPI_ISL_13600455	2020-10-01
EPI_ISL_13688081	B.1.2	EPI_ISL_13688081	2020-10-10
EPI_ISL_13680130	B.1.2	EPI_ISL_13680130	2020-10-08
EPI_ISL_13688085	B.1.337	EPI_ISL_13688085	2020-10-05
EPI_ISL_13679540	B.1.2	EPI_ISL_13679540	2020-10-10
EPI_ISL_14088626	B.1.2	EPI_ISL_14088626	2020-10-27
EPI_ISL_14338187	B.1.2	EPI_ISL_14338187	2020-10-20
OM095178.1	B.1.2	OM095178.1	2020-10-23
EPI_ISL_830993	B.1.1.39	EPI_ISL_830993	2020-10-13
HG998402.1	B.1.177.69	HG998402.1	2020-11-24
EPI_ISL_860809	B.1	EPI_ISL_860809	2020-11-09
EPI_ISL_770591	P.2	EPI_ISL_770591	2020-11-25
EPI_ISL_974814	B.1.2	EPI_ISL_974814	2020-11-01
EPI_ISL_975515	AE.8	EPI_ISL_975515	2020-11-16
EPI_ISL_975726	B.1.36.36	EPI_ISL_975726	2020-11-21
EPI_ISL_935969	AE.8	EPI_ISL_935969	2020-11-10
EPI_ISL_853119	B.1.36.18	EPI_ISL_853119	2020-11-24
EPI_ISL_1390951	B.1.160	EPI_ISL_1390951	2020-11-02
EPI_ISL_669378	B.1.2	EPI_ISL_669378	2020-11-09
EPI_ISL_670001	B.1.177.12	EPI_ISL_670001	2020-11-02
EPI_ISL_669826	B.1.160.8	EPI_ISL_669826	2020-11-02
EPI_ISL_670590	B.1.258	EPI_ISL_670590	2020-11-02
EPI_ISL_682410	B.1.177.24	EPI_ISL_682410	2020-11-16
EPI_ISL_682905	B.1.258	EPI_ISL_682905	2020-11-16
EPI_ISL_712762	B.1.177.21	EPI_ISL_712762	2020-11-30
EPI_ISL_712409	B.1.258.11	EPI_ISL_712409	2020-11-30
EPI_ISL_711647	B.1.177.21	EPI_ISL_711647	2020-11-30
EPI_ISL_711909	C.30.1	EPI_ISL_711909	2020-11-23
EPI_ISL_713354	B.1.258.19	EPI_ISL_713354	2020-11-23
EPI_ISL_713900	B.1.177.70	EPI_ISL_713900	2020-11-23
EPI_ISL_714534	B.1.177.12	EPI_ISL_714534	2020-11-23
EPI_ISL_714789	B.1.127	EPI_ISL_714789	2020-11-16
EPI_ISL_794574	B.1.258.16	EPI_ISL_794574	2020-11-30
EPI_ISL_930065	B.1.160	EPI_ISL_930065	2020-11-30
EPI_ISL_668926	B.1.177.12	EPI_ISL_668926	2020-11-16
EPI_ISL_669182	B.1	EPI_ISL_669182	2020-11-09
EPI_ISL_686607	B.1.177	EPI_ISL_686607	2020-11-16
EPI_ISL_678946	B.1.177	EPI_ISL_678946	2020-11-12
EPI_ISL_813046	B.1.1.37	EPI_ISL_813046	2020-11-24
EPI_ISL_664832	B.1.160.33	EPI_ISL_664832	2020-11-10
EPI_ISL_724004	B.1.177	EPI_ISL_724004	2020-11-12
EPI_ISL_665828	B.1.177.6	EPI_ISL_665828	2020-11-10
EPI_ISL_679816	B.1.1.7	EPI_ISL_679816	2020-11-02
EPI_ISL_724950	B.1.177	EPI_ISL_724950	2020-11-23
EPI_ISL_840234	B.1.36.17	EPI_ISL_840234	2020-11-11
EPI_ISL_727943	B.1.177	EPI_ISL_727943	2020-11-29
EPI_ISL_779835	B.1.160	EPI_ISL_779835	2020-11-17
EPI_ISL_1346778	B.1.1.70	EPI_ISL_1346778	2020-11-27
EPI_ISL_827211	B.1.177.45	EPI_ISL_827211	2020-11-02
EPI_ISL_1415179	B.1.1.306	EPI_ISL_1415179	2020-11-22
EPI_ISL_882759	B.1.177	EPI_ISL_882759	2020-11-02
EPI_ISL_893443	B.1.1.214	EPI_ISL_893443	2020-11-01
EPI_ISL_1435151	B.1.1.214	EPI_ISL_1435151	2020-11-29
EPI_ISL_1384416	B.1.160	EPI_ISL_1384416	2020-11-30
EPI_ISL_744575	B.1.177	EPI_ISL_744575	2020-11-02
EPI_ISL_1060730	B.1	EPI_ISL_1060730	2020-11-23
EPI_ISL_763151	B.1.221	EPI_ISL_763151	2020-11-07
EPI_ISL_742157	B.1.177.56	EPI_ISL_742157	2020-11-05
EPI_ISL_732104	B.1.177.85	EPI_ISL_732104	2020-11-12
EPI_ISL_651889	B.1.177	EPI_ISL_651889	2020-11-05
EPI_ISL_660633	B.1.1.448	EPI_ISL_660633	2020-11-08
EPI_ISL_831238	B.1.177	EPI_ISL_831238	2020-11-10
OD997073.1	B.1.1.39	OD997073.1	2020-11-30
OE995530.1	B.1.177.81	OE995530.1	2020-11-27
FR993448.1	B.1.160	FR993448.1	2020-11-24
OU000355.1	B.1.236	OU000355.1	2020-11-08
OU011815.1	B.1.177.43	OU011815.1	2020-11-22
EPI_ISL_667075	B.1.1.222	EPI_ISL_667075	2020-11-04
MW565518.1	B.1.243	MW565518.1	2020-11-04
MW653576.1	B.1	MW653576.1	2020-11-24
EPI_ISL_1469873	B.1.400	EPI_ISL_1469873	2020-11-24
MW566503.1	B.1.2	MW566503.1	2020-11-12
MW454764.1	B.1.2	MW454764.1	2020-11-30
EPI_ISL_707827	B.1.2	EPI_ISL_707827	2020-11-05
EPI_ISL_1362859	B.1.2	EPI_ISL_1362859	2020-11-04
EPI_ISL_745426	B.1.1.434	EPI_ISL_745426	2020-11-30
EPI_ISL_832782	B.1.2	EPI_ISL_832782	2020-11-20
EPI_ISL_1202260	B.1.436	EPI_ISL_1202260	2020-11-03
EPI_ISL_1203095	B.1.2	EPI_ISL_1203095	2020-11-10
EPI_ISL_1203557	B.1.2	EPI_ISL_1203557	2020-11-15
EPI_ISL_784653	B.1.2	EPI_ISL_784653	2020-11-17
EPI_ISL_785113	B.1.2	EPI_ISL_785113	2020-11-24
EPI_ISL_783798	B.1.2	EPI_ISL_783798	2020-11-30
EPI_ISL_784178	B.1.448	EPI_ISL_784178	2020-11-28
EPI_ISL_661145	B.1.234	EPI_ISL_661145	2020-11-09
EPI_ISL_1337625	B.1.448	EPI_ISL_1337625	2020-11-19
EPI_ISL_652595	B.1.177.7	EPI_ISL_652595	2020-11-04
EPI_ISL_666544	AP.1	EPI_ISL_666544	2020-11-06
EPI_ISL_681101	B.1.177.7	EPI_ISL_681101	2020-11-10
EPI_ISL_726123	B.1.177.7	EPI_ISL_726123	2020-11-20
EPI_ISL_726815	B.1.177	EPI_ISL_726815	2020-11-27
MW332224.1	AE.6	MW332224.1	2020-11-12
MW883237.1	B.1.2	MW883237.1	2020-11-30
MW406601.1	B.1.2	MW406601.1	2020-11-04
MW916474.1	B.1.265	MW916474.1	2020-11-03
MW929579.1	B.1.2	MW929579.1	2020-11-11
EPI_ISL_1615575	B.1.243	EPI_ISL_1615575	2020-11-02
MZ207213.1	B.1	MZ207213.1	2020-11-26
EPI_ISL_1697010	B.1.1.25	EPI_ISL_1697010	2020-11-11
EPI_ISL_1882334	B.1.1.377	EPI_ISL_1882334	2020-11-30
EPI_ISL_1900091	B.1	EPI_ISL_1900091	2020-11-16
EPI_ISL_1863848	B.1.177.42	EPI_ISL_1863848	2020-11-30
OE997960.1	B.1.160	OE997960.1	2020-11-03
BS000966.1	B.1.1.214	BS000966.1	2020-11-09
EPI_ISL_2136216	B.1.2	EPI_ISL_2136216	2020-11-27
EPI_ISL_2248758	B.1.1	EPI_ISL_2248758	2020-11-16
MZ297502.1	B.1.1	MZ297502.1	2020-11-04
OB993311.1	B.1.177.4	OB993311.1	2020-11-05
OB993704.1	B.1.177	OB993704.1	2020-11-01
OB994103.1	B.1.1.37	OB994103.1	2020-11-04
EPI_ISL_2426092	K.3	EPI_ISL_2426092	2020-11-18
EPI_ISL_2501381	B.1.177	EPI_ISL_2501381	2020-11-09
EPI_ISL_2566093	B.1.436	EPI_ISL_2566093	2020-11-03
EPI_ISL_2616701	B.1.2	EPI_ISL_2616701	2020-11-10
EPI_ISL_2658291	B.1.2	EPI_ISL_2658291	2020-11-09
EPI_ISL_2731831	B.1.177.57	EPI_ISL_2731831	2020-11-01
EPI_ISL_2827595	B.1.1.207	EPI_ISL_2827595	2020-11-13
EPI_ISL_2931598	B.1.177	EPI_ISL_2931598	2020-11-03
EPI_ISL_3039242	B.1.160	EPI_ISL_3039242	2020-11-02
EPI_ISL_3207473	B.1	EPI_ISL_3207473	2020-11-04
EPI_ISL_3453819	B.1	EPI_ISL_3453819	2020-11-06
EPI_ISL_3568068	B.1.1.432	EPI_ISL_3568068	2020-11-21
EPI_ISL_4420904	B.1.36.37	EPI_ISL_4420904	2020-11-30
EPI_ISL_4420468	C.8	EPI_ISL_4420468	2020-11-13
EPI_ISL_4419908	B.1.2	EPI_ISL_4419908	2020-11-06
OU632743.1	B.1.258	OU632743.1	2020-11-28
EPI_ISL_5063026	B.1.1.70	EPI_ISL_5063026	2020-11-25
EPI_ISL_5064061	B.1.258.17	EPI_ISL_5064061	2020-11-03
EPI_ISL_6236129	B.1.221	EPI_ISL_6236129	2020-11-11
OL676340.1	B.1.2	OL676340.1	2020-11-03
EPI_ISL_7570805	B.1.2	EPI_ISL_7570805	2020-11-02
OL965583.1	B.1.2	OL965583.1	2020-11-27
OL967066.1	B.1.596	OL967066.1	2020-11-04
EPI_ISL_2757208	B.1.160	EPI_ISL_2757208	2020-11-03
OM316621.1	B.1.2	OM316621.1	2020-11-17
EPI_ISL_9155269	P.7	EPI_ISL_9155269	2020-11-30
OM840280.1	B.1.2	OM840280.1	2020-11-25
ON011109.1	B.1.2	ON011109.1	2020-11-16
MW689132.2	B.1.243	MW689132.2	2020-11-06
OB990700.1	B.1.177.10	OB990700.1	2020-11-01
OB991111.1	B.1.177.8	OB991111.1	2020-11-02
OB991587.1	B.1.177	OB991587.1	2020-11-02
OB994672.1	B.1.177.84	OB994672.1	2020-11-02
OB995170.1	B.1	OB995170.1	2020-11-02
OB995719.1	B.1.177.6	OB995719.1	2020-11-02
OB996405.1	B.1.177	OB996405.1	2020-11-11
